Time of feeding,Milk type,Amount(ml),Amount(oz)
01/15/2019 2:00:08 PM,Formula,105.0,3.5506
01/15/2019 11:30:40 AM,Formula,70.0,2.3671
01/15/2019 9:01:36 AM,Formula,120.0,4.0578
01/15/2019 6:17:51 AM,Formula,70.0,2.3671
01/15/2019 3:28:50 AM,Formula,105.0,3.5506
01/14/2019 10:18:11 PM,Formula,100.0,3.3815
01/14/2019 9:30:05 PM,Formula,70.0,2.3671
01/14/2019 9:00:35 PM,Formula,10.0,0.3382
01/14/2019 7:53:29 PM,Formula,70.0,2.3671
01/14/2019 5:55:46 PM,Formula,140.0,4.7341
01/14/2019 3:35:25 PM,Formula,70.0,2.3671
01/14/2019 1:30:04 PM,Formula,90.0,3.0434
01/14/2019 11:45:54 AM,Formula,85.0,2.8743
01/14/2019 9:55:41 AM,Formula,70.0,2.3671
01/14/2019 9:01:23 AM,Formula,35.0,1.1835
01/14/2019 4:40:50 AM,Formula,120.0,4.0578
01/13/2019 10:08:53 PM,Formula,105.0,3.5506
01/13/2019 8:38:03 PM,Formula,50.0,1.6908
01/13/2019 7:46:56 PM,Formula,50.0,1.6908
01/13/2019 6:12:56 PM,Formula,85.0,2.8743
01/13/2019 4:25:46 PM,Formula,50.0,1.6908
01/13/2019 2:06:53 PM,Formula,105.0,3.5506
01/13/2019 11:44:21 AM,Formula,105.0,3.5506
01/13/2019 9:00:21 AM,Formula,105.0,3.5506
01/13/2019 6:30:41 AM,Formula,105.0,3.5506
01/13/2019 2:57:11 AM,Formula,105.0,3.5506
01/12/2019 10:07:59 PM,Formula,70.0,2.3671
01/12/2019 9:00:34 PM,Formula,80.0,2.7052
01/12/2019 6:35:28 PM,Formula,120.0,4.0578
01/12/2019 3:35:37 PM,Formula,140.0,4.7341
01/12/2019 1:32:50 PM,Formula,85.0,2.8743
01/12/2019 11:25:43 AM,Formula,105.0,3.5506
01/12/2019 9:03:39 AM,Formula,10.0,0.3382
01/12/2019 7:01:54 AM,Formula,140.0,4.7341
01/12/2019 2:54:06 AM,Formula,115.0,3.8887
01/11/2019 10:08:24 PM,Formula,30.0,1.0145
01/11/2019 9:00:15 PM,Formula,80.0,2.7052
01/11/2019 7:48:44 PM,Formula,50.0,1.6908
01/11/2019 6:25:42 PM,Formula,105.0,3.5506
01/11/2019 4:35:26 PM,Formula,105.0,3.5506
01/11/2019 2:05:32 PM,Formula,70.0,2.3671
01/11/2019 12:38:19 PM,Formula,65.0,2.1980
01/11/2019 11:35:23 AM,Formula,60.0,2.0289
01/11/2019 10:55:59 AM,Formula,35.0,1.1835
01/11/2019 9:55:31 AM,Formula,10.0,0.3382
01/11/2019 7:35:46 AM,Formula,115.0,3.8887
01/11/2019 3:35:20 AM,Formula,140.0,4.7341
01/10/2019 10:10:18 PM,Formula,70.0,2.3671
01/10/2019 9:06:29 PM,Formula,105.0,3.5506
01/10/2019 7:36:04 PM,Formula,70.0,2.3671
01/10/2019 5:29:12 PM,Formula,80.0,2.7052
01/10/2019 3:38:59 PM,Formula,105.0,3.5506
01/10/2019 1:37:51 PM,Formula,35.0,1.1835
01/10/2019 12:32:13 PM,Formula,105.0,3.5506
01/10/2019 10:20:27 AM,Formula,70.0,2.3671
01/10/2019 5:10:59 AM,Formula,115.0,3.8887
01/10/2019 2:12:47 AM,Formula,115.0,3.8887
01/09/2019 10:36:34 PM,Formula,60.0,2.0289
01/09/2019 9:40:18 PM,Formula,105.0,3.5506
01/09/2019 8:15:58 PM,Formula,35.0,1.1835
01/09/2019 7:05:59 PM,Formula,80.0,2.7052
01/09/2019 5:28:20 PM,Formula,105.0,3.5506
01/09/2019 3:42:29 PM,Formula,60.0,2.0289
01/09/2019 12:57:39 PM,Formula,140.0,4.7341
01/09/2019 10:53:19 AM,Formula,25.0,0.8454
01/09/2019 9:55:19 AM,Formula,70.0,2.3671
01/09/2019 8:06:06 AM,Formula,60.0,2.0289
01/09/2019 4:11:44 AM,Formula,130.0,4.3960
01/08/2019 9:51:57 PM,Formula,65.0,2.1980
01/08/2019 9:04:14 PM,Formula,70.0,2.3671
01/08/2019 8:13:30 PM,Formula,70.0,2.3671
01/08/2019 5:57:05 PM,Formula,45.0,1.5217
01/08/2019 4:10:29 PM,Formula,140.0,4.7341
01/08/2019 1:30:35 PM,Formula,90.0,3.0434
01/08/2019 11:32:23 AM,Formula,100.0,3.3815
01/08/2019 9:01:53 AM,Formula,60.0,2.0289
01/08/2019 6:39:54 AM,Formula,85.0,2.8743
01/08/2019 2:07:40 AM,Formula,140.0,4.7341
01/07/2019 10:26:07 PM,Formula,45.0,1.5217
01/07/2019 9:50:51 PM,Formula,35.0,1.1835
01/07/2019 9:00:53 PM,Formula,35.0,1.1835
01/07/2019 7:57:50 PM,Formula,85.0,2.8743
01/07/2019 5:23:23 PM,Formula,80.0,2.7052
01/07/2019 2:57:29 PM,Formula,140.0,4.7341
01/07/2019 12:36:38 PM,Formula,100.0,3.3815
01/07/2019 11:26:34 AM,Formula,85.0,2.8743
01/07/2019 8:31:57 AM,Formula,105.0,3.5506
01/07/2019 5:58:18 AM,Formula,10.0,0.3382
01/07/2019 4:45:40 AM,Formula,70.0,2.3671
01/07/2019 1:13:34 AM,Formula,140.0,4.7341
01/06/2019 10:00:27 PM,Formula,25.0,0.8454
01/06/2019 9:01:55 PM,Formula,70.0,2.3671
01/06/2019 7:50:55 PM,Formula,60.0,2.0289
01/06/2019 5:35:48 PM,Formula,105.0,3.5506
01/06/2019 4:35:01 PM,Formula,45.0,1.5217
01/06/2019 3:33:49 PM,Formula,35.0,1.1835
01/06/2019 1:10:41 PM,Formula,100.0,3.3815
01/06/2019 11:03:33 AM,Formula,105.0,3.5506
01/06/2019 8:08:04 AM,Formula,70.0,2.3671
01/06/2019 5:03:23 AM,Formula,110.0,3.7197
01/06/2019 12:40:42 AM,Formula,130.0,4.3960
01/05/2019 10:16:44 PM,Formula,45.0,1.5217
01/05/2019 9:10:04 PM,Formula,60.0,2.0289
01/05/2019 7:05:12 PM,Formula,105.0,3.5506
01/05/2019 4:40:41 PM,Formula,105.0,3.5506
01/05/2019 2:05:16 PM,Formula,120.0,4.0578
01/05/2019 11:15:41 AM,Formula,85.0,2.8743
01/05/2019 8:41:28 AM,Formula,105.0,3.5506
01/05/2019 5:45:40 AM,Formula,105.0,3.5506
01/05/2019 1:58:27 AM,Formula,120.0,4.0578
01/04/2019 9:00:15 PM,Formula,90.0,3.0434
01/04/2019 7:00:47 PM,Formula,105.0,3.5506
01/04/2019 4:45:54 PM,Formula,105.0,3.5506
01/04/2019 2:30:56 PM,Formula,105.0,3.5506
01/04/2019 12:01:14 PM,Formula,105.0,3.5506
01/04/2019 9:17:13 AM,Formula,85.0,2.8743
01/04/2019 6:40:51 AM,Formula,120.0,4.0578
01/04/2019 3:35:19 AM,Formula,140.0,4.7341
01/03/2019 9:09:47 PM,Formula,105.0,3.5506
01/03/2019 7:00:10 PM,Formula,105.0,3.5506
01/03/2019 4:55:09 PM,Formula,105.0,3.5506
01/03/2019 2:35:44 PM,Formula,105.0,3.5506
01/03/2019 11:45:34 AM,Formula,105.0,3.5506
01/03/2019 9:02:14 AM,Formula,85.0,2.8743
01/03/2019 6:06:26 AM,Formula,140.0,4.7341
01/03/2019 2:01:30 AM,Formula,105.0,3.5506
01/02/2019 8:57:37 PM,Formula,140.0,4.7341
01/02/2019 6:30:13 PM,Formula,105.0,3.5506
01/02/2019 4:00:07 PM,Formula,90.0,3.0434
01/02/2019 1:10:47 PM,Formula,100.0,3.3815
01/02/2019 10:55:39 AM,Formula,105.0,3.5506
01/02/2019 9:01:58 AM,Formula,25.0,0.8454
01/02/2019 7:35:57 AM,Formula,70.0,2.3671
01/02/2019 4:50:02 AM,Formula,105.0,3.5506
01/02/2019 1:12:05 AM,Formula,90.0,3.0434
01/01/2019 9:00:51 PM,Formula,105.0,3.5506
01/01/2019 7:00:12 PM,Formula,105.0,3.5506
01/01/2019 4:50:41 PM,Formula,105.0,3.5506
01/01/2019 3:30:29 PM,Formula,35.0,1.1835
01/01/2019 2:30:05 PM,Formula,75.0,2.5361
01/01/2019 11:57:49 AM,Formula,105.0,3.5506
01/01/2019 9:01:47 AM,Formula,105.0,3.5506
01/01/2019 7:00:53 AM,Formula,70.0,2.3671
01/01/2019 3:50:43 AM,Formula,105.0,3.5506
01/01/2019 12:08:55 AM,Formula,105.0,3.5506
12/31/2018 8:58:58 PM,Formula,105.0,3.5506
12/31/2018 6:30:47 PM,Formula,85.0,2.8743
12/31/2018 4:36:56 PM,Formula,105.0,3.5506
12/31/2018 2:00:46 PM,Formula,70.0,2.3671
12/31/2018 11:30:08 AM,Formula,80.0,2.7052
12/31/2018 9:00:46 AM,Formula,60.0,2.0289
12/31/2018 7:30:46 AM,Formula,60.0,2.0289
12/31/2018 5:16:52 AM,Formula,70.0,2.3671
12/31/2018 1:52:45 AM,Formula,70.0,2.3671
12/30/2018 11:04:04 PM,Formula,70.0,2.3671
12/30/2018 8:25:10 PM,Formula,140.0,4.7341
12/30/2018 5:55:59 PM,Formula,70.0,2.3671
12/30/2018 3:47:45 PM,Formula,75.0,2.5361
12/30/2018 3:45:41 PM,Formula,105.0,3.5506
12/30/2018 1:35:31 PM,Formula,25.0,0.8454
12/30/2018 11:36:37 AM,Formula,80.0,2.7052
12/30/2018 9:15:25 AM,Formula,75.0,2.5361
12/30/2018 7:01:54 AM,Formula,100.0,3.3815
12/30/2018 4:12:18 AM,Formula,85.0,2.8743
12/30/2018 1:12:30 AM,Formula,80.0,2.7052
12/29/2018 8:20:57 PM,Formula,105.0,3.5506
12/29/2018 6:55:12 PM,Formula,105.0,3.5506
12/29/2018 5:00:07 PM,Formula,70.0,2.3671
12/29/2018 3:33:50 PM,Formula,25.0,0.8454
12/29/2018 1:40:47 PM,Formula,105.0,3.5506
12/29/2018 11:30:32 AM,Formula,100.0,3.3815
12/29/2018 9:01:49 AM,Formula,100.0,3.3815
12/29/2018 7:00:39 AM,Formula,70.0,2.3671
12/29/2018 5:55:48 AM,Formula,10.0,0.3382
12/29/2018 4:30:26 AM,Formula,70.0,2.3671
12/29/2018 1:17:22 AM,Formula,115.0,3.8887
12/28/2018 10:09:46 PM,Formula,105.0,3.5506
12/28/2018 7:18:18 PM,Formula,105.0,3.5506
12/28/2018 4:45:42 PM,Formula,105.0,3.5506
12/28/2018 2:35:03 PM,Formula,60.0,2.0289
12/28/2018 12:05:41 PM,Formula,105.0,3.5506
12/28/2018 9:30:04 AM,Formula,70.0,2.3671
12/28/2018 7:00:36 AM,Formula,100.0,3.3815
12/28/2018 4:46:38 AM,Formula,45.0,1.5217
12/28/2018 2:20:16 AM,Formula,105.0,3.5506
12/27/2018 11:01:42 PM,Formula,70.0,2.3671
12/27/2018 8:01:47 PM,Formula,105.0,3.5506
12/27/2018 6:25:05 PM,Formula,70.0,2.3671
12/27/2018 5:05:25 PM,Formula,45.0,1.5217
12/27/2018 2:45:47 PM,Formula,115.0,3.8887
12/27/2018 12:00:09 PM,Formula,105.0,3.5506
12/27/2018 9:25:36 AM,Formula,70.0,2.3671
12/27/2018 6:59:53 AM,Formula,75.0,2.5361
12/27/2018 3:58:32 AM,Formula,85.0,2.8743
12/27/2018 1:00:51 AM,Formula,90.0,3.0434
12/26/2018 10:25:55 PM,Formula,105.0,3.5506
12/26/2018 7:35:29 PM,Formula,105.0,3.5506
12/26/2018 5:30:34 PM,Formula,105.0,3.5506
12/26/2018 2:24:35 PM,Formula,105.0,3.5506
12/26/2018 11:55:23 AM,Formula,105.0,3.5506
12/26/2018 9:35:33 AM,Formula,70.0,2.3671
12/26/2018 7:01:35 AM,Formula,105.0,3.5506
12/26/2018 4:05:43 AM,Formula,100.0,3.3815
12/26/2018 1:14:06 AM,Formula,75.0,2.5361
12/25/2018 10:34:25 PM,Formula,105.0,3.5506
12/25/2018 7:45:13 PM,Formula,80.0,2.7052
12/25/2018 5:23:59 PM,Formula,105.0,3.5506
12/25/2018 2:44:00 PM,Formula,105.0,3.5506
12/25/2018 11:56:17 AM,Formula,105.0,3.5506
12/25/2018 9:37:55 AM,Formula,105.0,3.5506
12/25/2018 7:15:00 AM,Formula,70.0,2.3671
12/25/2018 5:30:43 AM,Formula,50.0,1.6908
12/25/2018 2:35:11 AM,Formula,105.0,3.5506
12/24/2018 10:26:42 PM,Formula,105.0,3.5506
12/24/2018 7:45:38 PM,Formula,105.0,3.5506
12/24/2018 5:20:36 PM,Formula,105.0,3.5506
12/24/2018 2:50:48 PM,Formula,105.0,3.5506
12/24/2018 11:45:08 AM,Formula,105.0,3.5506
12/24/2018 9:10:19 AM,Formula,90.0,3.0434
12/24/2018 7:01:58 AM,Formula,70.0,2.3671
12/24/2018 4:40:49 AM,Formula,90.0,3.0434
12/24/2018 2:07:46 AM,Formula,105.0,3.5506
12/23/2018 10:00:50 PM,Formula,105.0,3.5506
12/23/2018 7:30:56 PM,Formula,70.0,2.3671
12/23/2018 5:01:48 PM,Formula,105.0,3.5506
12/23/2018 2:25:24 PM,Formula,90.0,3.0434
12/23/2018 11:45:16 AM,Formula,70.0,2.3671
12/23/2018 9:24:20 AM,Formula,60.0,2.0289
12/23/2018 7:01:06 AM,Formula,85.0,2.8743
12/23/2018 4:03:15 AM,Formula,75.0,2.5361
12/23/2018 1:27:23 AM,Formula,105.0,3.5506
12/22/2018 9:16:26 PM,Formula,105.0,3.5506
12/22/2018 6:55:59 PM,Formula,90.0,3.0434
12/22/2018 4:37:50 PM,Formula,80.0,2.7052
12/22/2018 2:42:50 PM,Formula,105.0,3.5506
12/22/2018 12:27:38 PM,Formula,100.0,3.3815
12/22/2018 10:51:35 AM,Formula,60.0,2.0289
12/22/2018 9:03:20 AM,Formula,105.0,3.5506
12/22/2018 6:47:33 AM,Formula,105.0,3.5506
12/22/2018 4:00:29 AM,Formula,85.0,2.8743
12/22/2018 1:23:33 AM,Formula,105.0,3.5506
12/21/2018 9:41:24 PM,Formula,105.0,3.5506
12/21/2018 7:49:18 PM,Formula,105.0,3.5506
12/21/2018 4:34:31 PM,Formula,90.0,3.0434
12/21/2018 2:40:40 PM,Formula,105.0,3.5506
12/21/2018 12:38:43 PM,Formula,80.0,2.7052
12/21/2018 10:01:16 AM,Formula,105.0,3.5506
12/21/2018 7:01:36 AM,Formula,85.0,2.8743
12/21/2018 4:38:20 AM,Formula,75.0,2.5361
12/21/2018 2:30:05 AM,Formula,105.0,3.5506
12/20/2018 11:33:17 PM,Formula,90.0,3.0434
12/20/2018 9:30:32 PM,Formula,65.0,2.1980
12/20/2018 7:20:07 PM,Formula,105.0,3.5506
12/20/2018 4:12:09 PM,Formula,80.0,2.7052
12/20/2018 2:05:04 PM,Formula,105.0,3.5506
12/20/2018 12:05:16 PM,Formula,45.0,1.5217
12/20/2018 10:50:40 AM,Formula,70.0,2.3671
12/20/2018 8:40:46 AM,Formula,105.0,3.5506
12/20/2018 7:02:45 AM,Formula,25.0,0.8454
12/20/2018 5:34:27 AM,Formula,70.0,2.3671
12/20/2018 3:26:34 AM,Formula,105.0,3.5506
12/19/2018 11:00:35 PM,Formula,75.0,2.5361
12/19/2018 9:02:54 PM,Formula,105.0,3.5506
12/19/2018 6:48:53 PM,Formula,105.0,3.5506
12/19/2018 4:50:18 PM,Formula,125.0,4.2269
12/19/2018 2:19:15 PM,Formula,85.0,2.8743
12/19/2018 11:38:50 AM,Formula,105.0,3.5506
12/19/2018 9:00:19 AM,Formula,70.0,2.3671
12/19/2018 6:50:50 AM,Formula,100.0,3.3815
12/19/2018 2:46:42 AM,Formula,105.0,3.5506
12/18/2018 10:39:45 PM,Formula,85.0,2.8743
12/18/2018 8:34:33 PM,Formula,105.0,3.5506
12/18/2018 6:26:33 PM,Formula,105.0,3.5506
12/18/2018 4:26:42 PM,Formula,90.0,3.0434
12/18/2018 2:15:49 PM,Formula,100.0,3.3815
12/18/2018 12:00:02 PM,Formula,105.0,3.5506
12/18/2018 9:30:36 AM,Formula,105.0,3.5506
12/18/2018 7:01:11 AM,Formula,105.0,3.5506
12/18/2018 4:16:40 AM,Formula,105.0,3.5506
12/18/2018 1:15:00 AM,Formula,100.0,3.3815
12/17/2018 10:25:38 PM,Formula,105.0,3.5506
12/17/2018 7:41:29 PM,Formula,105.0,3.5506
12/17/2018 5:00:47 PM,Formula,85.0,2.8743
12/17/2018 2:25:57 PM,Formula,105.0,3.5506
12/17/2018 12:00:19 PM,Formula,105.0,3.5506
12/17/2018 9:30:29 AM,Formula,105.0,3.5506
12/17/2018 7:10:23 AM,Formula,45.0,1.5217
12/17/2018 6:15:35 AM,Formula,70.0,2.3671
12/17/2018 2:59:28 AM,Formula,105.0,3.5506
12/17/2018 12:17:58 AM,Formula,85.0,2.8743
12/16/2018 9:16:36 PM,Formula,105.0,3.5506
12/16/2018 6:36:24 PM,Formula,105.0,3.5506
12/16/2018 4:32:35 PM,Formula,105.0,3.5506
12/16/2018 2:11:39 PM,Formula,105.0,3.5506
12/16/2018 12:02:28 PM,Formula,100.0,3.3815
12/16/2018 9:31:50 AM,Formula,105.0,3.5506
12/16/2018 7:02:26 AM,Formula,105.0,3.5506
12/16/2018 5:07:20 AM,Formula,70.0,2.3671
12/16/2018 2:20:54 AM,Formula,105.0,3.5506
12/15/2018 11:21:06 PM,Formula,105.0,3.5506
12/15/2018 8:28:53 PM,Formula,105.0,3.5506
12/15/2018 5:45:17 PM,Formula,105.0,3.5506
12/15/2018 2:09:20 PM,Formula,105.0,3.5506
12/15/2018 11:42:45 AM,Formula,85.0,2.8743
12/15/2018 9:46:18 AM,Formula,105.0,3.5506
12/15/2018 7:02:50 AM,Formula,25.0,0.8454
12/15/2018 5:16:11 AM,Formula,105.0,3.5506
12/15/2018 12:55:17 AM,Formula,85.0,2.8743
12/14/2018 10:45:25 PM,Formula,85.0,2.8743
12/14/2018 8:45:02 PM,Formula,85.0,2.8743
12/14/2018 6:39:41 PM,Formula,105.0,3.5506
12/14/2018 4:37:15 PM,Formula,85.0,2.8743
12/14/2018 2:12:44 PM,Formula,100.0,3.3815
12/14/2018 11:53:19 AM,Formula,105.0,3.5506
12/14/2018 9:25:31 AM,Formula,75.0,2.5361
12/14/2018 7:04:03 AM,Formula,80.0,2.7052
12/14/2018 4:35:18 AM,Formula,105.0,3.5506
12/14/2018 12:54:28 AM,Formula,85.0,2.8743
12/13/2018 9:50:16 PM,Formula,105.0,3.5506
12/13/2018 8:00:52 PM,Formula,105.0,3.5506
12/13/2018 5:00:30 PM,Formula,85.0,2.8743
12/13/2018 2:25:29 PM,Formula,105.0,3.5506
12/13/2018 12:01:37 PM,Formula,75.0,2.5361
12/13/2018 9:55:13 AM,Formula,105.0,3.5506
12/13/2018 7:02:53 AM,Formula,80.0,2.7052
12/13/2018 4:38:05 AM,Formula,105.0,3.5506
12/13/2018 1:02:52 AM,Formula,105.0,3.5506
12/12/2018 10:26:36 PM,Formula,105.0,3.5506
12/12/2018 7:39:49 PM,Formula,105.0,3.5506
12/12/2018 4:58:17 PM,Formula,90.0,3.0434
12/12/2018 2:20:59 PM,Formula,105.0,3.5506
12/12/2018 11:25:31 AM,Formula,60.0,2.0289
12/12/2018 9:35:46 AM,Formula,75.0,2.5361
12/12/2018 7:01:06 AM,Formula,105.0,3.5506
12/12/2018 4:22:29 AM,Formula,75.0,2.5361
12/12/2018 12:43:55 AM,Formula,80.0,2.7052
12/11/2018 11:00:01 PM,Formula,85.0,2.8743
12/11/2018 9:08:56 PM,Formula,80.0,2.7052
12/11/2018 7:10:57 PM,Formula,90.0,3.0434
12/11/2018 5:15:55 PM,Formula,70.0,2.3671
12/11/2018 2:17:04 PM,Formula,90.0,3.0434
12/11/2018 11:49:20 AM,Formula,85.0,2.8743
12/11/2018 9:20:36 AM,Formula,80.0,2.7052
12/11/2018 7:00:33 AM,Formula,65.0,2.1980
12/11/2018 4:50:58 AM,Formula,80.0,2.7052
12/11/2018 2:17:37 AM,Formula,85.0,2.8743
12/10/2018 11:07:58 PM,Formula,85.0,2.8743
12/10/2018 8:35:57 PM,Formula,70.0,2.3671
12/10/2018 6:26:29 PM,Formula,80.0,2.7052
12/10/2018 3:45:07 PM,Formula,80.0,2.7052
12/10/2018 12:40:30 PM,Formula,100.0,3.3815
12/10/2018 10:15:12 AM,Formula,70.0,2.3671
12/10/2018 7:00:23 AM,Formula,80.0,2.7052
12/10/2018 4:28:15 AM,Formula,70.0,2.3671
12/10/2018 2:16:15 AM,Formula,80.0,2.7052
12/09/2018 11:16:40 PM,Formula,80.0,2.7052
12/09/2018 9:08:52 PM,Formula,100.0,3.3815
12/09/2018 7:25:23 PM,Formula,80.0,2.7052
12/09/2018 4:35:35 PM,Formula,85.0,2.8743
12/09/2018 3:16:41 PM,Formula,25.0,0.8454
12/09/2018 1:45:31 PM,Formula,70.0,2.3671
12/09/2018 11:55:15 AM,Formula,70.0,2.3671
12/09/2018 9:35:34 AM,Formula,105.0,3.5506
12/09/2018 7:09:57 AM,Formula,80.0,2.7052
12/09/2018 4:34:18 AM,Formula,90.0,3.0434
12/09/2018 1:40:57 AM,Formula,45.0,1.5217
12/09/2018 12:37:57 AM,Formula,70.0,2.3671
12/08/2018 11:18:52 PM,Formula,70.0,2.3671
12/08/2018 10:15:15 PM,Formula,70.0,2.3671
12/08/2018 7:45:11 PM,Formula,90.0,3.0434
12/08/2018 4:40:08 PM,Formula,70.0,2.3671
12/08/2018 2:55:28 PM,Formula,50.0,1.6908
12/08/2018 1:00:19 PM,Formula,80.0,2.7052
12/08/2018 11:05:01 AM,Formula,70.0,2.3671
12/08/2018 9:02:00 AM,Formula,70.0,2.3671
12/08/2018 7:50:39 AM,Formula,70.0,2.3671
12/08/2018 5:48:50 AM,Formula,70.0,2.3671
12/08/2018 3:55:50 AM,Formula,70.0,2.3671
12/08/2018 1:05:06 AM,Formula,70.0,2.3671
12/07/2018 10:20:32 PM,Formula,75.0,2.5361
12/07/2018 8:30:11 PM,Formula,90.0,3.0434
12/07/2018 6:33:29 PM,Formula,80.0,2.7052
12/07/2018 4:37:08 PM,Formula,70.0,2.3671
12/07/2018 2:19:08 PM,Formula,60.0,2.0289
12/07/2018 12:15:30 PM,Formula,70.0,2.3671
12/07/2018 10:15:26 AM,Formula,70.0,2.3671
12/07/2018 8:30:53 AM,Formula,45.0,1.5217
12/07/2018 6:32:44 AM,Formula,80.0,2.7052
12/07/2018 4:15:44 AM,Formula,45.0,1.5217
12/07/2018 2:48:29 AM,Formula,90.0,3.0434
12/07/2018 12:14:11 AM,Formula,80.0,2.7052
12/06/2018 9:50:41 PM,Formula,60.0,2.0289
12/06/2018 7:35:44 PM,Formula,80.0,2.7052
12/06/2018 4:35:26 PM,Formula,35.0,1.1835
12/06/2018 3:05:22 PM,Formula,60.0,2.0289
12/06/2018 1:50:33 PM,Formula,60.0,2.0289
12/06/2018 12:00:27 PM,Formula,70.0,2.3671
12/06/2018 9:15:05 AM,Formula,45.0,1.5217
12/06/2018 7:12:25 AM,Formula,90.0,3.0434
12/06/2018 5:05:56 AM,Formula,80.0,2.7052
12/06/2018 2:26:21 AM,Formula,80.0,2.7052
12/05/2018 11:15:46 PM,Formula,60.0,2.0289
12/05/2018 10:34:14 PM,Formula,15.0,0.5072
12/05/2018 10:22:22 PM,Formula,15.0,0.5072
12/05/2018 9:30:32 PM,Formula,35.0,1.1835
12/05/2018 8:50:12 PM,Formula,70.0,2.3671
12/05/2018 6:40:19 PM,Formula,80.0,2.7052
12/05/2018 4:05:40 PM,Formula,80.0,2.7052
12/05/2018 1:25:55 PM,Formula,85.0,2.8743
12/05/2018 11:02:28 AM,Formula,90.0,3.0434
12/05/2018 8:30:01 AM,Formula,80.0,2.7052
12/05/2018 6:25:25 AM,Formula,70.0,2.3671
12/05/2018 3:50:22 AM,Formula,70.0,2.3671
12/05/2018 12:52:02 AM,Formula,15.0,0.5072
12/05/2018 12:05:15 AM,Formula,15.0,0.5072
12/04/2018 11:21:34 PM,Formula,50.0,1.6908
12/04/2018 10:50:43 PM,Formula,15.0,0.5072
12/04/2018 10:18:00 PM,Formula,35.0,1.1835
12/04/2018 8:57:35 PM,Formula,90.0,3.0434
12/04/2018 5:55:11 PM,Formula,80.0,2.7052
12/04/2018 3:50:07 PM,Formula,70.0,2.3671
12/04/2018 2:50:58 PM,Formula,10.0,0.3382
12/04/2018 1:45:42 PM,Formula,70.0,2.3671
12/04/2018 11:45:21 AM,Formula,70.0,2.3671
12/04/2018 10:10:31 AM,Formula,70.0,2.3671
12/04/2018 7:35:36 AM,Formula,80.0,2.7052
12/04/2018 4:00:48 AM,Formula,85.0,2.8743
12/04/2018 1:08:31 AM,Formula,35.0,1.1835
12/04/2018 12:26:56 AM,Formula,35.0,1.1835
12/03/2018 11:30:41 PM,Formula,70.0,2.3671
12/03/2018 9:30:29 PM,Formula,80.0,2.7052
12/03/2018 7:25:35 PM,Formula,85.0,2.8743
12/03/2018 5:30:14 PM,Formula,90.0,3.0434
12/03/2018 3:00:29 PM,Formula,90.0,3.0434
12/03/2018 11:00:01 AM,Formula,80.0,2.7052
12/03/2018 8:02:52 AM,Formula,90.0,3.0434
12/03/2018 4:40:00 AM,Formula,60.0,2.0289
12/03/2018 1:08:42 AM,Formula,70.0,2.3671
12/02/2018 11:35:23 PM,Formula,70.0,2.3671
12/02/2018 9:55:19 PM,Formula,90.0,3.0434
12/02/2018 7:17:50 PM,Formula,90.0,3.0434
12/02/2018 4:25:34 PM,Formula,70.0,2.3671
12/02/2018 2:25:15 PM,Formula,70.0,2.3671
12/02/2018 12:25:23 PM,Formula,80.0,2.7052
12/02/2018 9:25:36 AM,Formula,80.0,2.7052
12/02/2018 6:19:29 AM,Formula,90.0,3.0434
12/02/2018 3:10:52 AM,Formula,35.0,1.1835
12/02/2018 1:55:39 AM,Formula,70.0,2.3671
12/01/2018 10:30:01 PM,Formula,90.0,3.0434
12/01/2018 8:10:14 PM,Formula,70.0,2.3671
12/01/2018 6:28:40 PM,Formula,70.0,2.3671
12/01/2018 4:22:21 PM,Formula,70.0,2.3671
12/01/2018 2:00:58 PM,Formula,85.0,2.8743
12/01/2018 12:05:29 PM,Formula,70.0,2.3671
12/01/2018 9:55:40 AM,Formula,70.0,2.3671
12/01/2018 6:50:19 AM,Formula,70.0,2.3671
12/01/2018 4:40:11 AM,Formula,100.0,3.3815
12/01/2018 12:50:25 AM,Formula,35.0,1.1835
11/30/2018 11:50:35 PM,Formula,70.0,2.3671
11/30/2018 9:45:27 PM,Formula,70.0,2.3671
11/30/2018 6:31:57 PM,Formula,70.0,2.3671
11/30/2018 5:10:11 PM,Formula,45.0,1.5217
11/30/2018 4:45:07 PM,Formula,25.0,0.8454
11/30/2018 2:58:45 PM,Formula,70.0,2.3671
11/30/2018 12:30:36 PM,Formula,70.0,2.3671
11/30/2018 10:32:50 AM,Formula,70.0,2.3671
11/30/2018 7:55:13 AM,Formula,70.0,2.3671
11/30/2018 4:40:32 AM,Formula,70.0,2.3671
11/30/2018 1:15:53 AM,Formula,70.0,2.3671
11/29/2018 11:35:14 PM,Formula,30.0,1.0145
11/29/2018 10:30:45 PM,Formula,35.0,1.1835
11/29/2018 9:20:13 PM,Formula,70.0,2.3671
11/29/2018 7:57:16 PM,Formula,70.0,2.3671
11/29/2018 5:25:52 PM,Formula,70.0,2.3671
11/29/2018 2:55:46 PM,Formula,60.0,2.0289
11/29/2018 1:15:20 PM,Formula,70.0,2.3671
11/29/2018 11:30:01 AM,Formula,70.0,2.3671
11/29/2018 8:55:32 AM,Formula,80.0,2.7052
11/29/2018 6:20:23 AM,Formula,45.0,1.5217
11/29/2018 5:16:52 AM,Formula,70.0,2.3671
11/29/2018 2:23:33 AM,Formula,70.0,2.3671
